Run	Year	Zone	class1	class2	class3	class4	class5	class6	class7	class8	class9	class10	class11	class12	class13	class14	class15	class16	VolHarvested	AreaHarvested	AreaAccessed	MeanVolPerHa	PercentOfTarget	MeanHarvestAge	KmPerM3Hauled	areaBurned
1	160	rSQ	0	0	0	58.250000	4233.750000	23409.500000	34909.500000	52207.000000	55578.250000	55559.000000	40441.500000	23143.500000	5951.000000	1969.500000	263.500000	0	0	0	0	0	0	0	0	0
1	160	rIM	0	0	0	0	1.000000	133.250000	2027.750000	7801.250000	8624.000000	10394.500000	11642.750000	4412.000000	582.500000	333.000000	144.500000	0	0	0	0	0	0	0	0	0
1	160	rPA	0	0	0	9.500000	701.500000	2860.000000	3094.500000	4730.500000	6959.000000	10615.750000	9688.250000	5455.250000	1673.500000	758.000000	128.000000	0	0	0	0	0	0	0	0	0
1	165	rSQ	0	0	0	8.000000	1944.250000	18436.750000	32020.000000	48372.500000	55812.500000	56533.250000	45549.500000	28642.500000	7503.750000	2213.750000	687.500000	0	0	0	0	0	0	0	0	0
1	165	rIM	0	0	0	0	0	56.000000	1130.500000	6625.250000	8814.000000	9632.250000	12714.750000	5756.000000	817.250000	251.250000	299.250000	0	0	0	0	0	0	0	0	0
1	165	rPA	0	0	0	1.250000	335.500000	2460.000000	2990.250000	4321.750000	6156.500000	9878.500000	10895.000000	6517.500000	1982.750000	807.750000	327.000000	0	0	0	0	0	0	0	0	0
1	170	rSQ	0	0	0	4.250000	1228.250000	14914.500000	29593.000000	43428.000000	56049.000000	55885.500000	48745.500000	31349.250000	12006.000000	3410.500000	1110.500000	0	0	0	0	0	0	0	0	56974.750000
1	170	rIM	0	0	0	0	0	26.000000	599.250000	4976.750000	8735.000000	8884.000000	12834.250000	7333.500000	2051.000000	314.750000	342.000000	0	0	0	0	0	0	0	0	0
1	170	rPA	0	0	0	0.750000	257.750000	2222.250000	2823.000000	3957.500000	5810.500000	9065.000000	11106.750000	6879.000000	2970.250000	1112.500000	468.500000	0	0	0	0	0	0	0	0	14874.500000
1	175	rSQ	0	0	0	2.250000	904.750000	12469.500000	28218.250000	39377.000000	54465.750000	56200.000000	49982.000000	34299.500000	15895.750000	4464.250000	1445.250000	0	0	0	0	0	0	0	0	115126.500000
1	175	rIM	0	0	0	0	0	17.500000	461.750000	4052.250000	8454.250000	8877.500000	11747.500000	8663.250000	3023.750000	421.500000	377.250000	0	0	0	0	0	0	0	0	22633.500000
1	175	rPA	0	0	0	0.500000	176.500000	1976.750000	2867.500000	3648.000000	5396.500000	8335.500000	10744.250000	7648.750000	3909.000000	1369.000000	601.500000	0	0	0	0	0	0	0	0	19127.250000
1	180	rSQ	0	0	0	0.500000	319.500000	7899.250000	25826.000000	35805.750000	52607.000000	55940.250000	53053.500000	37989.000000	20761.000000	5555.750000	1774.750000	192.000000	0	0	0	0	0	0	0	20585.750000
1	180	rIM	0	0	0	0	0	7.000000	324.500000	3333.500000	7997.000000	8781.500000	11435.750000	9621.250000	3648.500000	524.250000	310.250000	113.000000	0	0	0	0	0	0	0	21301.750000
1	180	rPA	0	0	0	0	60.500000	1388.000000	2895.000000	3288.500000	5061.250000	7652.750000	10604.750000	8341.500000	5043.500000	1567.500000	671.000000	99.500000	0	0	0	0	0	0	0	5801.500000
1	185	rSQ	0	0	0	0.250000	179.750000	5866.250000	23621.500000	32970.000000	49693.250000	55270.500000	53625.250000	41501.750000	25651.500000	6791.000000	1951.500000	601.750000	0	0	0	0	0	0	0	80074.250000
1	185	rIM	0	0	0	0	0	1.250000	144.500000	2160.000000	7283.500000	8788.500000	10519.000000	11359.500000	4689.500000	660.000000	252.500000	238.250000	0	0	0	0	0	0	0	163.500000
1	185	rPA	0	0	0	0	44.000000	1179.250000	2779.500000	3064.000000	4661.250000	7038.750000	10077.500000	9236.250000	5907.750000	1690.250000	752.250000	243.000000	0	0	0	0	0	0	0	14750.250000
1	190	rSQ	0	0	0	0.250000	123.750000	4590.000000	22077.000000	32084.500000	47242.750000	54671.500000	54180.750000	42958.000000	26553.500000	9560.000000	2809.250000	873.000000	0	0	0	0	0	0	0	172144.500000
1	190	rIM	0	0	0	0	0	0.750000	94.500000	1605.000000	6726.000000	8664.500000	9600.750000	12335.000000	5468.500000	1038.250000	284.000000	279.250000	0	0	0	0	0	0	0	20578.750000
1	190	rPA	0	0	0	0	35.000000	1016.500000	2714.250000	2997.000000	4488.250000	6763.000000	9403.250000	9744.250000	5858.250000	2331.000000	963.500000	359.500000	0	0	0	0	0	0	0	27688.250000
1	195	rSQ	0	0	0	0	69.500000	3152.000000	19474.750000	31382.750000	44619.750000	53411.250000	53795.750000	45068.750000	29189.750000	12697.500000	3619.250000	1243.250000	0	0	0	0	0	0	0	118265.000000
1	195	rIM	0	0	0	0	0	0.750000	74.500000	1289.000000	6157.000000	8362.250000	9227.000000	12138.500000	6371.000000	1797.750000	334.750000	344.000000	0	0	0	0	0	0	0	23771.250000
